Astronomy,Herbology,Divination,Muggle Studies,Ancient Runes,History of Magic,Transfiguration,Potions,Charms,Flying,Gryffindor,Hufflepuff,Ravenclaw,Slytherin
-1.014193684077357,0.8786283866636094,0.37737106534856424,1.0211391296594228,0.3456386053657419,0.512444452865774,0.2196330630603892,-0.6861829534061825,1.2045529144914795,-0.5003299286838164,0,0,1,0
-1.1375352852058607,-1.365689580047419,-2.109572781492863,-0.540255845197928,-1.2041912674232775,0.2585029199614852,0.6537692901291434,0.41246159449861736,-1.0029829446394334,-1.3869281014727535,0,0,0,1
-0.7800780303202661,1.2613789661748067,0.7186219241468167,1.8289151309472225,1.0051949791209198,0.13387133926195993,1.3142492747244827,0.8825560865191159,1.825184005582148,0.08667262772253728,0,0,1,0
1.264554811955644,-1.4633523620290618,0.2098741699158533,-0.6423656386429935,0.26564538189593834,-1.7562419747979505,-2.4862370312534585,-1.6291931214894184,-1.53379933349555,1.8301654762915396,1,0,0,0
0.7629817306350042,-1.7168943612343373,-0.22090089161367574,-0.45168079072071626,0.974515537223617,-1.4477626378170088,-2.099988192969124,-0.5207697183830772,-1.4814918611395296,1.3932167927058643,1,0,0,0
-1.255980140545721,-1.040334691528582,-2.3454161112688063,-0.44496779190576613,-0.9365951169184759,0.5461623155664735,0.5155389826401762,1.8427914956977702,-0.5204085153787904,-0.5802220930525053,0,0,0,1
1.1305994214477768,-1.1500692528024574,-1.068729367026596e-16,-1.444042456118036,0.8279092629961972,-2.3240182410356574,-2.414891632565366,-1.3671874590674604,-1.6462492988791375,2.454041339329596,1,0,0,0
0.7142356972683722,0.9178360088911462,-0.09263099899063718,-0.5704417906700455,-0.5306154865684236,0.0,0.24917756693941925,0.2005869001068954,-0.07519786749266599,0.51511996561257,0,1,0,0
0.8775693530496387,-1.2178731737723285,0.6500348333446293,-0.826496126807161,0.6783113317894828,-2.07009090069547,-2.3760038685536116,-1.5451335368716341,-1.0133840996605379,2.2754106538693484,1,0,0,0
0.9367635537917609,1.299156917012087,0.048634342415973815,-0.356767589338253,-1.4514948067010536,0.4554047758417123,0.2564915411974626,-1.233077679432648,-0.13671564459044236,-0.22582864598114188,0,1,0,0
1.0861785752788482,0.8320754067863276,0.5304285732439722,-0.6296067229017639,-0.10232188825190976,0.6183231545417541,0.1402468990683089,1.0619166696657674,0.07772734562628536,0.4368666148719568,0,1,0,0
0.7664062010663624,0.800719054006848,-0.033670166546651434,-0.6044493102736495,-0.7403091210637583,0.41537179832579946,0.37767632581808397,0.13551853068253747,-0.17521562919515732,-0.013295003590078545,0,1,0,0
1.2863726916246132,0.10812333060667262,0.9474862166130639,-0.21409303017064854,-0.5668315750045269,0.7541175994557714,0.15708447157420546,0.686150415835798,-0.07163556297634863,-0.14747286938877396,0,1,0,0
-1.122412308625061,-1.6188487210085847,-2.246265650179328,-0.19606861776222392,-0.9793940121410786,-0.010927516848384519,1.1894464485724634,1.5878809762089583,-0.882407646135707,-1.0486155131268824,0,0,0,1
-0.4561315371553564,0.3068050709352646,0.8300458646430022,1.5461174387542826,1.033470953302253,0.568714609893939,0.7575144819442562,1.0982437203520534,1.2198552267330136,-0.4291439617142796,0,0,1,0
-0.9368605922325821,0.5566828804295129,0.4320000815313591,2.1275940724376343,1.1269975265592151,0.15599527738676727,1.0369809340413145,1.166676148570304,1.5929750319914773,-0.050782865332309475,0,0,1,0
0.8280954455599165,-1.2758024768002971,0.30589609703891596,-0.4311824330424776,0.9489764565662954,-1.6098690383309475,-1.4248808973010578,-0.2932023398506682,-1.013137049459182,1.5600685052143186,1,0,0,0
1.1750983152063827,-1.1421750194662692,0.289531457829973,-0.5010741113661369,1.2290042217059287,-1.8459517918123787,-2.1420375725408887,-0.9171855298092964,-1.3148138073184248,1.9503110003998374,1,0,0,0
